UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio,actual,predicted
9811,L56990,L,298.1,309.0,1502,40.9,153,0,0,0,0,0,10.899999999999975,61431.8,0.1017964071856287,9399065.4,1.0365649111036563,0,1
5821,L53000,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,9.800000000000011,47554.8,0.1218097447795823,9986508.0,1.0325257218718886,0,1
5024,M19883,M,304.0,313.0,1575,34.5,92,0,0,0,0,0,9.0,54337.5,0.0583756345177665,4999050.0,1.0296052631578947,0,0
5031,M19890,M,303.9,313.1,1437,48.3,110,0,0,0,0,0,9.200000000000044,69407.09999999999,0.0764951321279554,7634780.999999999,1.0302731161566303,0,0
2681,L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,9.699999999999989,44471.100000000006,0.0097442143727162,711537.6000000001,1.032354903268846,0,0
3637,L50816,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,9.199999999999989,67378.5,0.0413793103448275,4042710.0,1.030443414956982,0,0
8130,L55309,L,300.0,311.3,1520,39.2,43,0,0,0,0,0,11.300000000000011,59584.00000000001,0.0282708744247205,2562112.0000000005,1.0376666666666667,0,0
6547,M21406,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,9.400000000000034,61047.0,0.069888961463096,6532029.0,1.031187790311878,0,0
8793,L55972,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,11.100000000000025,72601.6,0.036645525017618,3775283.2,1.0373234700739746,0,1
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,11.0,35134.200000000004,0.0207715133531157,1721575.8000000005,1.0369996636394214,0,0
8318,L55497,L,298.7,309.7,1667,30.4,92,0,0,0,0,0,11.0,50676.8,0.0551558752997601,4662265.6,1.0368262470706395,0,0
6431,L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,9.5,59701.600000000006,0.0157480314960629,1432838.4,1.0316350316350316,0,0
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,10.5,67636.8,0.0627986348122866,6222585.600000001,1.0355089617855937,0,0
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,10.700000000000044,57001.9,0.0778481012658227,7011233.7,1.035857908847185,0,0
5575,L52754,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,9.600000000000025,64075.5,0.0122511485451761,1025208.0,1.031746031746032,0,0
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,11.5,47084.4,0.0121883656509695,1035856.8,1.0385259631490786,0,0
4251,L51430,L,302.6,311.0,1660,38.0,99,0,0,0,0,0,8.399999999999977,63080.0,0.0596026490066225,6244920.0,1.0277594183740912,0,0
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,11.399999999999975,52520.4,0.1196054254007398,10188957.6,1.038370918882531,0,1
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,11.699999999999989,64065.1,0.0019607843137254,192195.3,1.0393145161290325,0,0
1814,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,9.599999999999966,66555.0,0.0918918918918919,9051480.0,1.0322039584032203,0,0
3230,L50409,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,8.799999999999955,62294.4,0.0665280665280665,5980262.4,1.0292747837658016,0,0
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,9.5,48355.3,0.0647751605995717,5850991.3,1.031415343915344,0,0
3755,L50934,L,302.3,311.0,1442,43.7,152,0,0,0,0,0,8.699999999999989,63015.4,0.1053361053361053,9578340.8,1.0287793582533906,0,0
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,11.5,57139.2,0.0342511752854264,2914099.2,1.0382950382950382,0,0
657,M15516,M,297.7,309.1,1732,28.1,167,0,0,0,0,0,11.400000000000034,48669.2,0.0963646855164454,8127756.4,1.0382935841451126,0,0
7188,L54367,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,10.100000000000025,76128.59999999999,0.0313613684960798,3349658.3999999994,1.0336218375499335,0,1
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,9.600000000000025,68576.4,0.025823111684958,2743056.0,1.0320534223706177,0,0
6818,M21677,M,301.0,310.7,1493,48.1,145,0,0,0,0,0,9.699999999999989,71813.3,0.0970548862115127,10412928.5,1.0322259136212624,0,1
4271,L51450,L,302.6,310.9,1331,52.0,154,0,1,0,0,0,8.299999999999955,69212.0,0.1156156156156156,10658648.0,1.0274289491077329,1,1
4308,L51487,L,301.4,309.9,1259,63.9,20,0,1,0,0,0,8.5,80450.09999999999,0.0158730158730158,1609001.9999999998,1.0282017252820173,1,0
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,9.5,75762.5,0.0566860465116279,5909475.0,1.0317513368983957,0,1
6371,L53550,L,300.1,309.6,1321,46.9,75,0,0,0,0,0,9.5,61954.9,0.056732223903177,4646617.5,1.031656114628457,0,0
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,11.300000000000011,47462.8,0.1218961625282167,10251964.8,1.0378052860488458,0,1
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,10.800000000000011,65283.4,0.1123139377537212,10837044.4,1.035964035964036,0,1
6239,L53418,L,301.3,310.8,1390,57.4,164,0,0,0,0,0,9.5,79786.0,0.117900790797987,13084904.0,1.0315300365084634,0,1
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,9.199999999999989,56730.9,0.021476510067114,1815388.8,1.030758943497158,0,0
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,11.800000000000011,63338.600000000006,0.0474198047419804,4307024.800000001,1.039570757880617,0,0
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,11.0,60940.0,0.0036075036075036,304700.0,1.037137069547603,0,0
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,9.5,54350.4,0.0658794282162834,5761142.399999999,1.0318578135479544,0,0
6523,L53702,L,301.1,310.1,1489,45.8,42,0,0,0,0,0,9.0,68196.2,0.0281879194630872,2864240.4,1.0298904018598471,0,0
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,11.400000000000034,56375.99999999999,0.0690931523750771,6314111.999999999,1.0381653833277538,0,0
4968,L52147,L,303.9,312.6,1426,53.4,172,0,0,0,0,0,8.700000000000045,76148.4,0.1205325858444288,13097524.8,1.02862783810464,0,1
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,9.699999999999989,52374.6,0.0315533980582524,2723479.2,1.0320555188367482,0,0
6228,L53407,L,301.2,310.8,1479,38.2,139,0,0,0,0,0,9.600000000000025,56497.8,0.0939189189189189,7853194.2,1.0318725099601591,0,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,10.599999999999966,64715.4,0.109090909090909,9707310.0,1.035594358629953,0,1
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,10.400000000000034,41246.4,0.0418346774193548,3423451.2,1.0346435709526982,0,0
8501,L55680,L,298.3,309.5,1711,30.3,148,0,0,0,0,0,11.199999999999989,51843.3,0.0864485981308411,7672808.4,1.0375460945357022,0,0
9982,L57161,L,298.7,308.5,1353,47.0,190,0,0,0,0,0,9.800000000000011,63591.0,0.1403249630723781,12082290.0,1.032808838299297,0,1
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,11.099999999999966,58102.2,0.057161629434954,5054891.4,1.0373360242179614,0,0
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,10.0,74205.0,0.0097975179621162,1113075.0,1.033311125916056,0,1
381,L47560,L,297.5,308.3,2564,12.8,127,0,0,1,0,0,10.800000000000011,32819.200000000004,0.0495126705653021,4168038.4,1.0363025210084034,1,0
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,9.399999999999975,63860.8,0.131637995512341,11239500.8,1.0309414088215931,0,1
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,10.599999999999966,57475.6,0.0,0.0,1.0353569046030686,0,0
6280,L53459,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,9.5,77900.8,0.035589672016748,3972940.8,1.0315300365084634,0,1
6573,L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,9.300000000000011,76683.6,0.1231630510846746,13496313.6,1.03085600530856,0,1
6209,M21068,M,300.7,310.6,1418,46.3,84,0,0,0,0,0,9.900000000000034,65653.4,0.0591966173361522,5514885.6,1.0329231792484204,0,0
6181,L53360,L,301.0,310.9,1492,44.6,15,0,0,0,0,0,9.899999999999975,66543.2,0.0100468854655056,998148.0,1.0328903654485049,0,0
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,7.900000000000034,65755.8,0.0102810143934201,986337.0,1.026141628060887,0,0
9651,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,10.899999999999975,59060.7,0.1335187760778859,11339654.4,1.036442661317285,0,1
6631,M21490,M,301.6,310.5,1414,49.3,106,0,0,0,0,0,8.899999999999977,69710.2,0.0749116607773851,7389281.199999999,1.0295092838196285,0,0
1617,H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,10.0,51023.4,0.0288634996993385,2449123.2,1.0335795836131632,0,0
8310,M23169,M,298.7,310.0,1459,40.2,69,0,0,0,0,0,11.300000000000011,58651.8,0.0472602739726027,4046974.2,1.037830599263475,0,0
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,8.199999999999989,75843.2,0.0346570397111913,3640473.6,1.0270359380151666,0,0
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,10.199999999999989,54621.00000000001,0.0522534291312867,4369680.000000001,1.033977348434377,0,0
8894,L56073,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,11.199999999999989,63751.5,0.0881924198250728,7713931.5,1.0376470588235294,0,0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,10.600000000000025,66700.4,0.1293759512937595,11339067.999999998,1.035570469798658,0,1
8372,L55551,L,298.7,309.7,1881,21.7,29,0,0,0,0,0,11.0,40817.7,0.0154091392136025,1183713.2999999998,1.0368262470706395,0,0
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,7.800000000000011,57815.4,0.0646651270207852,6475324.799999999,1.0258021832616606,0,0
6122,L53301,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,10.200000000000044,54491.8,0.0658436213991769,5231212.8,1.033898305084746,0,0
5535,M20394,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,9.399999999999975,55427.4,0.0762541806020066,6318723.600000001,1.031094938802514,0,0
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,11.399999999999975,60912.4,0.1312217194570135,12365217.2,1.0379367720465889,0,1
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,11.300000000000011,51367.0,0.0422195416164053,3595690.0,1.0377926421404682,0,0
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,11.5,58068.0,0.0,0.0,1.0385001673920322,0,0
2913,L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,8.900000000000034,50328.3,0.0776173285198556,6492350.7,1.0295976055869638,0,0
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,11.0,66528.0,0.0914990266060999,9380448.0,1.03686327077748,0,0
3696,L50875,L,302.2,311.3,1530,37.3,207,1,0,0,0,0,9.100000000000025,57068.99999999999,0.1352057478772044,11813282.999999998,1.0301125082726672,1,1
6932,M21791,M,300.8,311.4,1521,39.9,15,0,0,0,0,0,10.599999999999966,60687.9,0.0098554533508541,910318.5,1.0352393617021276,0,0
4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,7.800000000000011,72222.1,0.013477088948787,1444442.0,1.025810721376572,0,0
5849,L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,9.900000000000034,36935.7,0.0215146299483648,1846785.0,1.0328467153284673,0,0
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,9.199999999999989,57833.99999999999,0.0372305682560418,3296537.9999999995,1.0304333443599074,0,0
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,11.200000000000044,65005.49999999999,0.043175487465181,4030341.0,1.0377231391040755,0,0
9856,L57035,L,298.7,309.6,1516,38.5,61,0,0,0,0,0,10.900000000000034,58366.0,0.040210942649967,3560326.0,1.036491463006361,0,0
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,11.0,70800.0,0.1482004234297812,14868000.0,1.0371120107962213,0,1
6694,M21553,M,301.8,311.0,1756,26.7,33,0,0,0,0,0,9.199999999999989,46885.2,0.018782014797951,1547211.6,1.0304837640821736,0,0
7016,L54195,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,10.0,62290.8,0.019958706125258,1806433.2,1.033277870216306,0,0
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,8.0,52414.0,0.0299234516353514,2253802.0,1.0264462809917356,0,0
3452,L50631,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,9.0,63874.5,0.0,0.0,1.029840848806366,0,0
8473,L55652,L,298.5,309.7,1634,37.8,78,0,0,0,0,0,11.199999999999989,61765.2,0.0477064220183486,4817685.6,1.0375209380234505,0,0
4284,M19143,M,301.8,309.9,1334,61.0,182,0,1,0,0,0,8.099999999999966,81374.0,0.1363295880149812,14810068.0,1.0268389662027833,1,1
5540,H34953,H,302.3,311.7,1482,39.0,127,0,0,0,0,0,9.399999999999975,57798.0,0.0856372218476062,7340346.0,1.031094938802514,0,0
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,8.100000000000023,54336.2,0.0459387483355525,3749197.8,1.0266974291364537,0,0
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,11.100000000000025,60066.100000000006,0.0211360634081902,1922115.2,1.037310924369748,0,0
9998,M24857,M,299.0,308.6,1645,33.4,22,0,0,0,0,0,9.600000000000025,54943.0,0.0133657351154313,1208746.0,1.0321070234113714,0,0
6058,L53237,L,300.8,310.8,1689,32.9,151,0,0,0,0,0,10.0,55568.1,0.0893491124260355,8390783.1,1.0332446808510638,0,0
8079,L55258,L,300.3,311.7,1571,31.2,123,0,0,0,0,0,11.399999999999975,49015.2,0.0782442748091603,6028869.6,1.0379620379620378,0,0
3583,L50762,L,301.8,310.6,1395,50.5,131,0,0,0,0,0,8.800000000000011,70447.5,0.0938395415472779,9228622.5,1.0291583830351223,0,0
8486,L55665,L,298.4,309.5,1450,47.9,112,0,0,0,0,0,11.100000000000025,69455.0,0.0771881461061337,7778960.0,1.0371983914209115,0,0
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,9.700000000000044,40147.2,0.0868461147790756,6865171.199999999,1.0325612621685132,0,0
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,10.200000000000044,67020.09999999999,0.0132867132867132,1273381.9,1.033954727030626,0,0
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,9.600000000000025,69618.0,0.0056497175141242,556944.0,1.0320534223706177,0,0
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,11.200000000000044,65035.99999999999,0.0844475721323012,7804319.999999999,1.0376597175521185,0,0
3672,M18531,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,9.399999999999975,58845.6,0.0988567585743107,8650303.2,1.031094938802514,0,0
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,9.699999999999989,65894.5,0.0803698435277382,7446078.5,1.0325721961047682,0,0
7177,L54356,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,10.0,52140.0,0.0115081768625075,990660.0,1.0333222259246917,0,0
22,L47201,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,10.5,64959.99999999999,0.0434183321847002,4092480.0,1.035140562248996,0,0
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,11.100000000000025,53605.0,0.1025810721376571,8308775.0,1.037310924369748,0,1
6183,L53362,L,301.0,310.8,1475,35.3,19,0,0,0,0,0,9.800000000000011,52067.49999999999,0.0128726287262872,989282.5,1.0325581395348835,0,0
9354,L56533,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,10.600000000000025,59583.49999999999,0.0274888558692422,2204589.4999999995,1.0355466130114015,0,0
2898,M17757,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,8.899999999999977,61506.00000000001,0.0607446113651208,5720058.000000001,1.0296074517631404,0,0
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,11.200000000000044,66672.0,0.04441360166551,4267008.0,1.0377231391040755,0,0
4969,M19828,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,8.800000000000011,64300.49999999999,0.117092866756393,11188286.999999998,1.028956893715038,0,1
3786,L50965,L,302.3,310.9,1545,36.7,18,0,0,0,0,0,8.599999999999966,56701.50000000001,0.0116429495472186,1020627.0,1.0284485610320873,0,0
3945,L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,9.0,68221.4,0.1497829232995658,14121829.8,1.029781601588352,0,1
7174,L54353,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,10.0,51867.2,0.0077151335311572,674273.6000000001,1.0333222259246917,0,0
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,10.5,54067.2,0.1022001419446416,7785676.8,1.0350116705568524,0,1
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,10.600000000000025,56211.1,0.1438992042440318,12197808.7,1.035570469798658,0,1
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,10.5,49680.0,0.1154913936701832,10333440.0,1.035532994923858,0,1
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,9.800000000000011,64802.600000000006,0.1437632135306553,13219730.4,1.0327759197324415,0,1
9531,H38944,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,11.299999999999956,75308.0,0.0611664295874822,6476488.0,1.0377800066867269,0,1
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,9.600000000000025,54155.9,0.0808457711442786,7040267.0,1.032064128256513,0,0
3728,L50907,L,302.3,311.2,1786,24.3,81,0,0,0,0,0,8.899999999999977,43399.8,0.0453273642977056,3515383.8000000003,1.0294409526959971,0,0
1739,H31152,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,9.5,41687.2,0.0697793740379681,5669459.199999999,1.0318364611260054,0,0
9882,L57061,L,298.8,309.8,1493,38.5,132,0,0,0,0,0,11.0,57480.5,0.0883534136546184,7587426.0,1.036813922356091,0,0
2816,M17675,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,9.299999999999956,49580.4,0.0789808917197452,6147969.600000001,1.0309896701099632,0,0
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,11.299999999999956,52124.0,0.0228777844671884,1980712.0,1.0376541152949017,0,0
3700,L50879,L,302.2,311.2,1649,33.2,9,0,0,0,0,0,9.0,54746.8,0.0054545454545454,492721.2,1.029781601588352,0,0
9309,L56488,L,298.4,309.1,1423,48.0,135,0,0,0,0,0,10.700000000000044,68304.0,0.0948033707865168,9221040.0,1.035857908847185,0,0
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,9.300000000000011,70991.8,0.1346153846153846,13417450.2,1.031072502505847,0,1
7046,M21905,M,300.7,310.6,1609,27.6,108,0,0,0,0,0,9.900000000000034,44408.4,0.0670807453416149,4796107.2,1.0329231792484204,0,0
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,10.800000000000011,59407.2,0.0955937266616878,7604121.6,1.0363881401617252,0,0
6013,H35426,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,10.099999999999966,62700.0,0.0231416549789621,2069100.0,1.0335771276595744,0,0
1834,L49013,L,297.8,307.3,1327,61.0,186,0,0,0,1,0,9.5,80947.0,0.1400602409638554,15056142.0,1.031900604432505,1,1
5088,M19947,M,304.0,313.0,1685,28.2,66,0,0,0,0,0,9.0,47517.0,0.0391459074733096,3136122.0,1.0296052631578947,0,0
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,9.5,54935.100000000006,0.1153846153846153,10217928.6,1.0313842087875784,0,1
1682,M16541,M,297.8,307.3,1804,26.0,222,0,0,0,0,0,9.5,46904.0,0.1229916897506925,10412688.0,1.031900604432505,0,1
3052,L50231,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,9.100000000000025,67343.8,0.0431602048280907,3973284.2,1.030313124583611,0,0
8362,L55541,L,298.6,309.5,1450,44.3,7,0,0,0,0,0,10.899999999999975,64234.99999999999,0.0048242591316333,449645.0,1.036503683858004,0,0
8427,L55606,L,299.1,310.5,1628,35.9,174,0,0,0,0,0,11.399999999999975,58445.2,0.1068139963167587,10169464.8,1.0381143430290871,0,1
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,9.399999999999975,60400.2,0.0169491525423728,1570405.2,1.0311155246607082,0,0
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,9.5,65018.2,0.1005434782608695,9622693.6,1.0314777998674618,0,1
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,9.800000000000011,59171.7,0.1172506738544474,10295875.8,1.0326340326340326,0,1
6982,H36395,H,300.8,311.2,1612,32.5,143,0,0,0,0,0,10.399999999999975,52390.0,0.0886546807191568,7491770.0,1.0345744680851063,0,0
9913,L57092,L,298.6,308.9,1327,58.8,9,0,0,0,0,0,10.299999999999956,78027.59999999999,0.0067771084337349,702248.3999999999,1.0344943067649026,0,1
1702,L48881,L,298.0,307.7,1479,42.5,47,0,0,0,0,0,9.699999999999989,62857.5,0.0317567567567567,2954302.5,1.0325503355704695,0,0
4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,8.5,44874.2,0.0094786729857819,717987.2000000001,1.028183023872679,0,0
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,8.199999999999989,55611.0,0.101063829787234,8452872.0,1.027062706270627,0,0
3469,L50648,L,301.8,310.7,2092,18.6,51,0,0,0,0,0,8.899999999999977,38911.2,0.0243669374104156,1984471.2,1.0294897282968851,0,0
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,11.0,64384.8,0.003883495145631,386308.8000000001,1.0369996636394214,0,0
2625,H32038,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,9.800000000000011,64349.99999999999,0.0625,5534099.999999999,1.0326993660326993,0,0
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,8.599999999999966,63636.1,0.0382436260623229,3436349.4,1.0285145888594165,0,0
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,9.700000000000044,60549.3,0.0589519650655021,4904493.3,1.0323981295925184,0,0
3683,L50862,L,302.1,311.2,1550,34.8,177,0,0,0,0,0,9.099999999999966,53939.99999999999,0.1141199226305609,9547379.999999998,1.030122476001324,0,0
4576,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,8.100000000000023,71706.3,0.0382475660639777,3943846.5,1.0267414988445032,0,0
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,10.200000000000044,74375.8,0.1277624309392265,13759523.0,1.034011337112371,0,1
9411,M24270,M,298.0,308.5,1666,31.0,198,0,0,0,0,0,10.5,51646.0,0.1187762447510498,10225908.0,1.0352348993288591,0,1
9625,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,11.100000000000025,60023.0,0.0758354755784061,7082714.0,1.037123745819398,0,0
6016,M20875,M,300.8,310.8,1520,38.0,45,0,0,0,0,0,10.0,57760.0,0.029585798816568,2599200.0,1.0332446808510638,0,0
8884,M23743,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,11.300000000000011,58254.9,0.0627450980392156,5592470.4,1.0379321920107418,0,0
2950,M17809,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,8.800000000000011,71589.0,0.0142760027192386,1503369.0,1.029265048220818,0,0
5743,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,9.399999999999975,66458.0,0.007773851590106,731038.0,1.031094938802514,0,0
7017,L54196,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,9.899999999999975,65037.9,0.0205298013245033,2016174.9,1.0329341317365268,0,0
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,11.099999999999966,56032.0,0.0363856882959369,3361920.0,1.0374620317246033,0,0
2879,H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,8.899999999999977,51518.6,0.0266134397870924,2060744.0,1.0296173044925123,0,0
3767,L50946,L,302.3,311.1,1373,53.0,181,0,0,0,0,0,8.800000000000011,72769.0,0.1317321688500727,13171189.0,1.029110155474694,0,1
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,10.600000000000025,53187.2,0.0787037037037037,6329276.800000001,1.0358108108108108,0,0
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,11.5,49132.8,0.0650263620386643,5453740.800000001,1.0383461153717906,0,0
3060,M17919,M,300.0,309.0,1368,45.8,81,0,0,0,0,0,9.0,62654.4,0.0591672753834916,5075006.399999999,1.03,0,0
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,10.900000000000034,65298.2,0.1030508474576271,9925326.4,1.0366756393001346,0,1
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,9.299999999999956,49680.4,0.0495662949194547,3974432.0,1.0310413885180238,0,0
3909,L51088,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,8.899999999999977,59441.2,0.0697674418604651,6776296.8,1.0294409526959971,0,0
1086,L48265,L,297.0,307.8,1385,56.4,202,0,0,0,1,0,10.800000000000011,78114.0,0.1457431457431457,15779028.0,1.0363636363636364,1,1
4297,L51476,L,301.8,310.2,2825,5.8,215,0,0,1,0,0,8.399999999999977,16385.0,0.0760792639773531,3522775.0,1.0278330019880717,1,0
3150,H32563,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,9.300000000000011,52800.00000000001,0.0746169220519653,5913600.000000001,1.0309587217043945,0,0
2923,L50102,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,8.899999999999977,56426.1,0.1032388663967611,8633193.299999999,1.0295877659574468,0,0
8146,M23005,M,299.7,310.9,1685,32.1,88,0,0,0,0,0,11.199999999999989,54088.5,0.0521945432977461,4759788.0,1.0373707040373707,0,0
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,11.600000000000025,58996.00000000001,0.1387782204515272,12330164.000000002,1.0390047074646942,0,1
6293,L53472,L,301.0,310.4,1614,31.6,84,0,0,0,0,0,9.399999999999975,51002.4,0.0520123839009287,4284201.600000001,1.0312292358803985,0,0
2866,H32279,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,9.0,53072.100000000006,0.0,0.0,1.0299301629531097,0,0
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,9.099999999999966,58204.8,0.0431893687707641,3783312.0,1.0301025471386038,0,0
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,9.800000000000011,64298.4,0.001361470388019,128596.8,1.0328418230563003,0,0
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,10.099999999999966,56994.4,0.1046435578809679,9119104.0,1.0338585316795172,0,1
2,L47181,L,298.2,308.7,1408,46.3,3,0,0,0,0,0,10.5,65190.4,0.0021291696238466,195571.2,1.0352112676056338,0,0
