UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,10.600000000000023,53187.200000000004,0.0787037037037037,6329276.800000001,1.0358108108108108
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,10.600000000000023,59910.399999999994,0.07427869858809086,7249158.399999999,1.0358108108108108
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,10.600000000000023,71409.59999999999,0.0890165111270639,8854790.399999999,1.0358108108108108
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,10.699999999999989,40257.0,0.0662148070907195,5112639.0,1.0361486486486486
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,10.600000000000023,64549.799999999996,0.08447937131630648,8326924.199999999,1.035786630654963
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,10.600000000000023,74033.7,0.09496402877697842,9772448.4,1.035786630654963
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,10.599999999999966,60305.2,0.0950354609929078,8080896.8,1.0357987166497804
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,10.600000000000023,51470.5,0.0821256038647343,6999988.0,1.035786630654963
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,10.699999999999989,59275.6,0.09096901779828609,8180032.8,1.0361242403781228
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,10.699999999999989,53257.4,0.091683038637852,7456036.0,1.0361242403781228
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,10.800000000000011,68963.40000000001,0.1,9792802.8,1.0364495443806954
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,10.800000000000011,44224.4,0.0823327615780446,6368313.600000001,1.0364372469635628
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,10.700000000000045,53235.0,0.08907870652837095,7772310.0,1.0360998650472337
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,10.800000000000011,51849.2,0.098371335504886,7829229.199999999,1.0364495443806954
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,10.800000000000011,45946.6,0.0867605633802817,7075776.399999999,1.0364495443806954
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,10.800000000000011,38777.700000000004,0.075,6165654.300000001,1.036461850101283
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,10.800000000000011,68296.2,0.11448763250883393,11063984.4,1.036461850101283
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,10.899999999999977,63966.0,0.10761154855643044,10490424.0,1.0368118878757175
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,11.0,58940.700000000004,0.10108958837772397,9843096.9,1.0371496116176968
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,11.0,53460.0,0.11372812920592194,9034740.0,1.0371496116176968
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,11.0,74051.2,0.14713430282292558,12736806.4,1.037137069547603
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,11.0,56062.799999999996,0.11167836630504148,9810990.0,1.0371245359433008
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,10.899999999999977,65714.6,0.13752913752913754,11631484.200000001,1.0367870401619979
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,10.899999999999977,66371.4,0.1243953006219765,11946851.999999998,1.0367870401619979
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,10.800000000000011,40177.399999999994,0.08832046332046332,7352464.199999999,1.0364372469635628
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,10.800000000000011,51792.00000000001,0.11915438821268418,9633312.000000002,1.0364495443806954
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,10.800000000000011,48958.4,0.113595166163142,9204179.200000001,1.0364495443806954
1002,L48181,L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,10.800000000000011,54679.799999999996,0.11425135297654841,10389162.0,1.0364495443806954
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,10.899999999999977,57610.0,0.11657559198542805,11061120.0,1.0367870401619979
1004,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,10.900000000000034,67434.8,0.1342560553633218,13082351.200000001,1.036799459824443
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999977,59808.0,0.1375438596491228,11722368.0,1.0367870401619979
1006,L48185,L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,11.0,71864.0,0.14533622559652928,14444664.0,1.037137069547603
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,10.900000000000034,75454.2,0.14356435643564355,15317202.6,1.036799459824443
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,11.0,50786.3,0.0,0.0,1.037137069547603
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,60089.700000000004,0.0020804438280166435,180269.1,1.036799459824443
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,11.0,60940.0,0.0036075036075036075,304700.0,1.037137069547603
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,11.0,54009.6,0.0051513200257566,432076.8,1.037137069547603
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,11.100000000000023,62102.799999999996,0.007575757575757576,683130.7999999999,1.037474679270763
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,11.0,55170.5,0.009762900976290097,772387.0,1.0371496116176968
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,11.099999999999966,48084.299999999996,0.010493827160493827,817433.1,1.0374873353596756
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,11.0,60400.99999999999,0.013831258644536652,1208019.9999999998,1.037137069547603
1016,L48195,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,11.0,59121.6,0.016212232866617538,1300675.2,1.037137069547603
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,10.899999999999977,90087.7,0.01818181818181818,2162104.8,1.0367870401619979
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999977,51729.200000000004,0.016483516483516484,1396688.4000000001,1.0367870401619979
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,10.899999999999977,75652.6,0.02244582043343653,2193925.4000000004,1.0367870401619979
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,11.0,73674.6,0.02215868477483917,2283912.6,1.0371245359433008
1021,L48200,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,11.0,79164.40000000001,0.02403495994173343,2612425.2,1.0371245359433008
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,10.899999999999977,61795.0,0.024054982817869417,2162825.0,1.0367870401619979
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,11.0,55297.5,0.025065963060686015,2101305.0,1.037137069547603
1024,L48203,L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,11.100000000000023,45708.3,0.021253985122210415,1828332.0,1.037474679270763
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,11.100000000000023,51158.899999999994,0.02453271028037383,2148673.8,1.037474679270763
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,11.100000000000023,54575.0,0.02981029810298103,2401300.0,1.037474679270763
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,11.0,55641.6,0.03040317250495704,2559513.6,1.0371120107962213
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,11.099999999999966,67417.5,0.03592814371257485,3236040.0,1.0374620317246033
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,11.099999999999966,58732.799999999996,0.034623217922606926,2995372.8,1.0374620317246033
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,11.100000000000023,51990.4,0.03585926928281461,2755491.2,1.037474679270763
1031,L48210,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,11.099999999999966,49984.0,0.03180011357183418,2799104.0,1.0374620317246033
1032,L48211,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,11.100000000000023,55918.9,0.03741935483870968,3243296.2,1.0374493927125508
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,11.099999999999966,56032.0,0.036385688295936934,3361920.0,1.0374620317246033
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,11.100000000000023,59128.0,0.03982016698779704,3665936.0,1.0374493927125508
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,11.099999999999966,37397.8,0.034201123021949976,2505652.6,1.0374620317246033
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,11.0,67905.2,0.04985754985754986,4753364.0,1.0371120107962213
1037,M15896,M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,11.100000000000023,52877.6,0.042729970326409496,3807187.1999999997,1.0374493927125508
1038,H30451,H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,11.100000000000023,56019.600000000006,0.046963055729492796,4201470.0,1.0374493927125508
1039,L48218,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,11.0,61567.8,0.0533689126084056,4925424.0,1.0370869858395144
1040,L48219,L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,11.0,56083.2,0.05377049180327869,4598822.399999999,1.0370744860128076
1041,L48220,L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,11.0,65937.8,0.05588822355289421,5538775.2,1.0370744860128076
1042,L48221,L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,11.0,45405.9,0.04751381215469613,3904907.4,1.0370869858395144
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,11.0,57670.799999999996,0.057031756318859365,5075030.399999999,1.0370869858395144
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,11.100000000000023,64681.200000000004,0.06284916201117319,5821308.0,1.0374367622259697
1045,L48224,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,11.100000000000023,65923.2,0.06080634500991408,6064934.399999999,1.0374367622259697
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,11.100000000000023,74078.4,0.06695156695156695,6963369.6,1.0374493927125508
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,11.100000000000023,63621.799999999996,0.07432432432432433,6298558.199999999,1.0374493927125508
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,11.099999999999966,77532.40000000001,0.06847457627118644,7830772.400000001,1.0374241402562372
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,11.100000000000023,53834.5,0.06467661691542288,5598788.0,1.0374367622259697
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,11.100000000000023,62543.00000000001,0.0748587570621469,6629558.000000001,1.0374367622259697
1051,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,11.0,48124.8,0.0645933014354067,5197478.4,1.0370869858395144
1052,L48231,L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,11.099999999999966,58661.200000000004,0.07064868336544637,6452732.000000001,1.0374241402562372
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,11.0,46055.299999999996,0.058091286307053944,5158193.6,1.0370744860128076
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,11.0,51263.700000000004,0.07133917396745933,5844061.800000001,1.0370744860128076
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,11.0,49623.5,0.07186732186732187,5805949.5,1.0370619946091644
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,11.0,58312.0,0.08237677245104659,7114064.0,1.0370619946091644
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,11.0,61817.5,0.07918263090676884,7665370.0,1.0370619946091644
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,11.0,57257.2,0.08005082592121983,7214407.199999999,1.0370619946091644
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,11.100000000000023,50236.5,0.07970112079701121,6430272.0,1.0374115267947421
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,11.199999999999989,39916.200000000004,0.06933333333333333,5189106.000000001,1.0377485675766767
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,11.199999999999989,76611.2,0.09333333333333334,10189289.6,1.0377485675766767
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,11.199999999999989,71142.0,0.09711470795214637,9817596.0,1.0377485675766767
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,11.099999999999966,67228.0,0.10196649672250546,9411920.0,1.037398921832884
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,11.0,54579.2,0.08528528528528528,7750246.399999999,1.0370619946091644
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,11.099999999999966,62418.7,0.10283687943262411,9050711.5,1.037398921832884
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,11.099999999999966,43293.6,0.08609656777196044,6407452.8,1.037398921832884
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,10.900000000000034,62223.2,0.0970873786407767,9333480.0,1.0367126978780736
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,10.900000000000034,66996.2,0.10429447852760736,10250418.6,1.0367126978780736
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,11.0,66493.8,0.1111111111111111,10306539.0,1.0370619946091644
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,10.900000000000034,45264.0,0.08527973927213471,7106448.0,1.0367126978780736
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,10.900000000000034,54944.4,0.10825439783491204,8791104.0,1.0367126978780736
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,10.900000000000034,69967.5,0.11430575035063113,11404702.5,1.0367126978780736
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,10.899999999999977,65326.8,0.1166077738515901,10778922.0,1.0367003367003367
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,10.800000000000011,67165.0,0.11872791519434629,11283720.0,1.0363636363636364
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,10.899999999999977,50561.5,0.10651629072681704,8595455.0,1.0367003367003367
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,10.900000000000034,73302.5,0.1277860326894502,12608030.0,1.0367126978780736
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,10.800000000000011,59342.7,0.10701330108827085,10503657.9,1.0363758841360728
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,10.800000000000011,56465.5,0.11563307493540052,10107324.5,1.0363881401617252
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,10.800000000000011,51004.8,0.1092335546167773,9231868.8,1.0363758841360728
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,10.699999999999989,49333.5,0.10739030023094688,9176031.0,1.036026936026936
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,10.800000000000011,49672.0,0.10591549295774648,9338336.0,1.0363636363636364
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,10.800000000000011,61144.200000000004,0.12483574244415244,11617398.0,1.0363636363636364
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,10.799999999999955,56515.99999999999,0.13511611541168192,10851071.999999998,1.036351396836082
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,10.800000000000011,54360.899999999994,0.1169833729216152,10709097.299999999,1.0363636363636364
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,10.699999999999989,70555.8,0.13275517011340893,14040604.200000001,1.036026936026936
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,10.800000000000011,78114.0,0.14574314574314573,15779028.0,1.0363636363636364
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,10.899999999999977,71295.0,0.1401098901098901,14544180.0,1.0367003367003367
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,10.900000000000034,55454.2,0.1329032258064516,11423565.2,1.0367126978780736
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,10.900000000000034,61108.799999999996,0.0,0.0,1.0367126978780736
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,10.800000000000011,35140.0,0.0014932802389248383,105420.0,1.0363758841360728
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,10.800000000000011,60609.6,0.004095563139931741,363657.6,1.0363758841360728
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,10.699999999999989,67140.8,0.0055248618784530384,537126.4,1.036026936026936
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,10.700000000000045,53920.0,0.005931198102016607,539200.0,1.0360390703940723
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,10.699999999999989,56565.600000000006,0.009002770083102494,735352.8,1.0360512129380053
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,10.600000000000023,60117.6,0.011808118081180811,961881.6,1.0357022566520715
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,10.600000000000023,25305.300000000003,0.006612784717119765,455495.4,1.0357022566520715
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,10.600000000000023,60143.99999999999,0.01189767995240928,1202879.9999999998,1.0356902356902358
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,10.600000000000023,67475.09999999999,0.015736766809728183,1484452.1999999997,1.0357022566520715
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,10.5,57645.9,0.017739816031537452,1556439.3,1.0353654429100707
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,10.599999999999966,64620.799999999996,0.020366598778004074,1938623.9999999998,1.0357142857142856
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,10.699999999999989,50850.0,0.01945754716981132,1678050.0,1.0360512129380053
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,10.800000000000011,53995.200000000004,0.0236318407960199,2051817.6,1.0364004044489383
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,10.699999999999989,73815.59999999999,0.031899109792284865,3174070.8,1.0360512129380053
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,10.699999999999989,59598.00000000001,0.029201817001946788,2681910.0000000005,1.0360633636670036
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,10.799999999999955,59310.3,0.034532374100719423,2846894.4000000004,1.0364126770060686
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,10.899999999999977,46818.0,0.02881844380403458,2340900.0,1.0367498314227916
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,10.900000000000034,59444.0,0.03439325113562622,3150532.0,1.036737445230873
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,10.800000000000011,63781.5,0.036279683377308705,3507982.5,1.0364004044489383
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,10.799999999999955,68883.2,0.038538205980066444,3995225.5999999996,1.0364126770060686
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,10.899999999999977,54650.700000000004,0.038510911424903725,3279042.0000000005,1.0367498314227916
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,10.899999999999977,67830.0,0.04795050270688322,4205460.0,1.0367622259696458
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,10.899999999999977,70454.40000000001,0.044661549197487785,4509081.600000001,1.0367622259696458
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,10.899999999999977,75060.0,0.05107327905255366,5179140.0,1.0367622259696458
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,10.799999999999955,46182.0,0.04020100502512563,3325104.0,1.0364126770060686
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,10.900000000000034,57596.0,0.04866969500324465,4319700.0,1.0367746288798922
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,10.900000000000034,39670.700000000004,0.03849855630413859,3173656.0000000005,1.0367746288798922
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,10.900000000000034,55762.5,0.05577956989247312,4628287.5,1.0367746288798922
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,10.899999999999977,61986.100000000006,0.0557742782152231,5268818.500000001,1.0367622259696458
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,11.0,60317.399999999994,0.06024930747922438,5247613.8,1.0370994940978078
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,11.0,79194.0,0.06636838180462341,7048266.0,1.0370994940978078
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,11.099999999999966,51274.0,0.05498489425981873,4665934.0,1.0374241402562372
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,11.0,58651.8,0.06575342465753424,5630572.800000001,1.0370869858395144
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,11.100000000000023,59328.5,0.06355382619974059,5814193.0,1.0374367622259697
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,11.099999999999966,86347.8,0.07209805335255948,8634780.0,1.0374241402562372
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,11.100000000000023,86802.0,0.08339952343129468,9114210.0,1.0374115267947421
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,11.100000000000023,70675.0,0.07848837209302326,7632900.0,1.0374115267947421
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,11.099999999999966,52544.8,0.06502636203866433,5832472.800000001,1.037398921832884
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,11.100000000000023,54172.799999999996,0.06754333532576211,6121526.399999999,1.0374115267947421
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,11.099999999999966,46443.6,0.06290672451193059,5387457.6,1.037398921832884
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,11.199999999999989,50024.0,0.0703725606150207,5952856.0,1.0377485675766767
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,11.099999999999966,65704.5,0.08557284299858557,7950244.5,1.037398921832884
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,11.099999999999966,49732.6,0.0825503355704698,6117109.8,1.037398921832884
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,11.099999999999966,78039.4,0.09827044025157233,9754925.0,1.037398921832884
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,11.099999999999966,67922.2,0.08949964763918253,8626119.4,1.037398921832884
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,10.900000000000034,72298.2,0.09110021023125438,9398766.0,1.0367126978780736
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,11.0,60172.00000000001,0.08658854166666667,8002876.000000001,1.0370495116200742
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,10.900000000000034,59321.700000000004,0.08664955070603338,8008429.500000001,1.0367126978780736
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,10.900000000000034,49094.1,0.08282950423216445,6725891.7,1.0367126978780736
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,11.0,59696.0,0.0967966573816156,8297744.0,1.0370495116200742
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,10.899999999999977,52247.7,0.08980891719745222,7366925.699999999,1.0367003367003367
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,11.0,62047.99999999999,0.1038961038961039,8934911.999999998,1.0370495116200742
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,10.899999999999977,51666.0,0.08985330073349633,7594902.0,1.0367003367003367
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,11.0,62469.7,0.10463483146067416,9307985.299999999,1.0370495116200742
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,10.899999999999977,57976.8,0.10202702702702703,8754496.8,1.0367003367003367
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,10.899999999999977,89553.59999999999,0.117964533538936,13701700.799999999,1.0367003367003367
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,10.800000000000011,51714.899999999994,0.09974259974259975,8015809.499999999,1.0363636363636364
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,10.899999999999977,64523.8,0.10261437908496732,10130236.6,1.0367003367003367
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,10.899999999999977,43264.0,0.09402720283855706,6878976.0,1.0366879838438237
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,10.899999999999977,78184.0,0.12008895478131949,12665808.0,1.0366879838438237
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,10.900000000000034,55671.0,0.11333794056668971,9130044.0,1.0366756393001346
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,10.799999999999955,72800.0,0.11393273850377487,12084800.0,1.036351396836082
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,10.899999999999977,64395.00000000001,0.12435233160621761,10818360.000000002,1.0367003367003367
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,10.799999999999955,57718.1,0.11273209549071618,9812077.0,1.036351396836082
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,10.899999999999977,66028.8,0.11870255348516218,11356953.6,1.0367003367003367
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,11.0,48617.399999999994,0.10878918254456055,8605279.799999999,1.0370495116200742
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,10.899999999999977,50395.8,0.0969139144558744,9020848.200000001,1.0367003367003367
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,10.800000000000011,57142.8,0.1309608540925267,10514275.200000001,1.0363636363636364
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,10.800000000000011,58887.600000000006,0.11931818181818182,11129756.4,1.0363636363636364
